product_ndc,generic_name,labeler_name,brand_name,active_ingredients,finished,packaging,listing_expiration_date,openfda,marketing_category,dosage_form,spl_id,product_type,route,marketing_start_date,product_id,application_number,brand_name_base,pharm_class,marketing_end_date,brand_name_suffix,dea_schedule
50804-079,Zinc Oxide,GOODSENSE,Diaper Rash,"[{'name': 'ZINC OXIDE', 'strength': '400 mg/g'}]",True,"[{'package_ndc': '50804-079-01', 'description': '1 TUBE in 1 CARTON (50804-079-01)  / 56.7 g in 1 TUBE', 'marketing_start_date': '20200529', 'sample': False}]",20241231,"{'manufacturer_name': ['GOODSENSE'], 'rxcui': ['1094560'], 'spl_set_id': ['031be992-31b8-4a09-ba76-02d410073a93'], 'is_original_packager': [True], 'unii': ['SOI2LOH54Z']}",OTC MONOGRAPH FINAL,PASTE,96cb14c1-544f-48cc-bb1b-b014fbc7d36d,HUMAN OTC DRUG,['TOPICAL'],20200529,50804-079_96cb14c1-544f-48cc-bb1b-b014fbc7d36d,part347,Diaper Rash,,,,
0220-2329,GRATIOLA OFFICINALIS,Boiron,Gratiola officinalis,"[{'name': 'GRATIOLA OFFICINALIS', 'strength': '30 [hp_C]/30[hp_C]'}]",True,"[{'package_ndc': '0220-2329-41', 'description': '30 [hp_C] in 1 TUBE (0220-2329-41)', 'marketing_start_date': '19830303', 'sample': False}]",20251231,"{'manufacturer_name': ['Boiron'], 'spl_set_id': ['7acfd065-58b6-21f8-e053-2991aa0a252a'], 'is_original_packager': [True], 'unii': ['BDD9991A36']}",UNAPPROVED HOMEOPATHIC,PELLET,0a0d5748-6cee-0f47-e063-6294a90a154e,HUMAN OTC DRUG,['ORAL'],19830303,0220-2329_0a0d5748-6cee-0f47-e063-6294a90a154e,,Gratiola officinalis,,,,
51013-187,"ACETAMINOPHEN, DEXTROMETHORPHAN HYDROBROMIDE, PHENYLEPHRINE HYDROCHLORIDE",PuraCap Pharmaceutical LLC,DAY TIME Cold Flu Medicine,"[{'name': 'ACETAMINOPHEN', 'strength': '325 mg/1'}, {'name': 'DEXTROMETHORPHAN HYDROBROMIDE', 'strength': '10 mg/1'}, {'name': 'PHENYLEPHRINE HYDROCHLORIDE', 'strength': '5 mg/1'}]",True,"[{'package_ndc': '51013-187-06', 'description': '1 BLISTER PACK in 1 CARTON (51013-187-06)  / 8 CAPSULE, LIQUID FILLED in 1 BLISTER PACK', 'marketing_start_date': '20170717', 'sample': False}]",20241231,"{'manufacturer_name': ['PuraCap Pharmaceutical LLC'], 'rxcui': ['1086997'], 'spl_set_id': ['2a2a8a73-5cc2-49a0-9911-94375b6c5b1e'], 'is_original_packager': [True], 'unii': ['362O9ITL9D', '9D2RTI9KYH', '04JA59TNSJ']}",OTC MONOGRAPH FINAL,"CAPSULE, LIQUID FILLED",d2a89b6e-c4c3-4dc8-abea-8b5dd81f9cb2,HUMAN OTC DRUG,['ORAL'],20170717,51013-187_d2a89b6e-c4c3-4dc8-abea-8b5dd81f9cb2,part341,DAY TIME Cold Flu Medicine,"['Adrenergic alpha1-Agonists [MoA]', 'Sigma-1 Agonist [EPC]', 'Sigma-1 Receptor Agonists [MoA]', 'Uncompetitive N-methyl-D-aspartate Receptor Antagonist [EPC]', 'Uncompetitive NMDA Receptor Antagonists [MoA]', 'alpha-1 Adrenergic Agonist [EPC]']",,,
0220-2453,CHAMAELIRIUM LUTEUM ROOT,Boiron,Helonias dioica,"[{'name': 'CHAMAELIRIUM LUTEUM ROOT', 'strength': '9 [hp_C]/9[hp_C]'}]",True,"[{'package_ndc': '0220-2453-41', 'description': '9 [hp_C] in 1 TUBE (0220-2453-41)', 'marketing_start_date': '19830303', 'sample': False}]",20251231,"{'manufacturer_name': ['Boiron'], 'spl_set_id': ['85b5eb45-d4ff-4b53-e053-2a91aa0a5c94'], 'is_original_packager': [True], 'unii': ['DQV54Y5H3U']}",UNAPPROVED HOMEOPATHIC,PELLET,0a0d95f0-5c69-6afd-e063-6394a90a6ae6,HUMAN OTC DRUG,['ORAL'],19830303,0220-2453_0a0d95f0-5c69-6afd-e063-6394a90a6ae6,,Helonias dioica,,,,
51407-772,amlodipine and valsartan,"Golden State Medical Supply, Inc.",Amlodipine and Valsartan,"[{'name': 'AMLODIPINE', 'strength': '5 mg/1'}, {'name': 'VALSARTAN', 'strength': '320 mg/1'}]",True,"[{'package_ndc': '51407-772-30', 'description': '30 TABLET in 1 BOTTLE, PLASTIC (51407-772-30)', 'marketing_start_date': '20230506', 'sample': False}]",20241231,"{'manufacturer_name': ['Golden State Medical Supply, Inc.'], 'rxcui': ['722126', '722131', '722134', '722137'], 'spl_set_id': ['fed14445-1117-861a-e053-6294a90a2aa3'], 'nui': ['N0000000069', 'N0000175421', 'N0000175566', 'M0006414', 'N0000190114', 'N0000000070', 'N0000175561'], 'pharm_class_moa': ['Calcium Channel Antagonists [MoA]', 'Cytochrome P450 3A Inhibitors [MoA]', 'Angiotensin 2 Receptor Antagonists [MoA]'], 'pharm_class_epc': ['Dihydropyridine Calcium Channel Blocker [EPC]', 'Calcium Channel Blocker [EPC]', 'Angiotensin 2 Receptor Blocker [EPC]'], 'pharm_class_cs': ['Dihydropyridines [CS]'], 'unii': ['1J444QC288', '80M03YXJ7I']}",ANDA,TABLET,091a3056-e8ad-cd99-e063-6294a90a9083,HUMAN PRESCRIPTION DRUG,['ORAL'],20130328,51407-772_091a3056-e8ad-cd99-e063-6294a90a9083,ANDA090011,Amlodipine and Valsartan,"['Angiotensin 2 Receptor Antagonists [MoA]', 'Angiotensin 2 Receptor Blocker [EPC]', 'Calcium Channel Antagonists [MoA]', 'Calcium Channel Blocker [EPC]', 'Cytochrome P450 3A Inhibitors [MoA]', 'Dihydropyridine Calcium Channel Blocker [EPC]', 'Dihydropyridines [CS]']",,,
51326-370,Zinc Oxide,"Topiderm, Inc.",Topix Mineral Mattifying Tinted Sunscreeninted SPF 50,"[{'name': 'ZINC OXIDE', 'strength': '205 mg/g'}]",True,"[{'package_ndc': '51326-370-01', 'description': '54 g in 1 BOTTLE (51326-370-01)', 'marketing_start_date': '20230320', 'sample': False}]",20251231,"{'manufacturer_name': ['Topiderm, Inc.'], 'spl_set_id': ['46c6f20f-4bb6-47c6-9eac-17ca97bb14a7'], 'is_original_packager': [True], 'unii': ['SOI2LOH54Z']}",OTC MONOGRAPH DRUG,LOTION,208bc456-0191-46b5-88e0-ee357e71f0fa,HUMAN OTC DRUG,['TOPICAL'],20230320,51326-370_208bc456-0191-46b5-88e0-ee357e71f0fa,M020,Topix Mineral Mattifying Tinted Sunscreeninted,,,SPF 50,
51407-342,Warfarin,"Golden State Medical Supply, Inc.",Warfarin Sodium,"[{'name': 'WARFARIN SODIUM', 'strength': '2 mg/1'}]",True,"[{'package_ndc': '51407-342-10', 'description': '1000 TABLET in 1 BOTTLE (51407-342-10)', 'marketing_start_date': '20200317', 'sample': False}]",20241231,"{'manufacturer_name': ['Golden State Medical Supply, Inc.'], 'rxcui': ['855288', '855296', '855302', '855312', '855318', '855324', '855332', '855338', '855344'], 'spl_set_id': ['a2f6c9f7-87dc-7428-e053-2995a90a1de6'], 'upc': ['0351407342010', '0351407341013', '0351407345011', '0351407347015', '0351407346018', '0351407349019', '0351407344014', '0351407348012', '0351407343017'], 'unii': ['6153CWM0CL']}",ANDA,TABLET,e0e3bc89-4fd9-1670-e053-2a95a90a869b,HUMAN PRESCRIPTION DRUG,['ORAL'],20110525,51407-342_e0e3bc89-4fd9-1670-e053-2a95a90a869b,ANDA090935,Warfarin Sodium,"['Vitamin K Antagonist [EPC]', 'Vitamin K Inhibitors [MoA]']",,,
51316-065,Guaifenesin and Dextromethorphan HBr,"CVS Pharmacy, Inc.",COUGH AND CONGESTION EXTENDED RELEASE,"[{'name': 'DEXTROMETHORPHAN HYDROBROMIDE', 'strength': '30 mg/1'}, {'name': 'GUAIFENESIN', 'strength': '600 mg/1'}]",True,"[{'package_ndc': '51316-065-67', 'description': '2 BLISTER PACK in 1 CARTON (51316-065-67)  / 10 TABLET, EXTENDED RELEASE in 1 BLISTER PACK', 'marketing_start_date': '20240401', 'sample': False}]",20251231,"{'manufacturer_name': ['CVS Pharmacy, Inc.'], 'rxcui': ['1298324'], 'spl_set_id': ['14254a0c-a843-6eec-e063-6394a90a72c5'], 'is_original_packager': [True], 'nui': ['N0000193956', 'N0000008867', 'N0000009560'], 'pharm_class_epc': ['Expectorant [EPC]'], 'pharm_class_pe': ['Decreased Respiratory Secretion Viscosity [PE]', 'Increased Respiratory Secretions [PE]'], 'unii': ['9D2RTI9KYH', '495W7451VQ']}",ANDA,"TABLET, EXTENDED RELEASE",6bd3f6c2-ddb6-4a04-8f3b-28be788dac5c,HUMAN OTC DRUG,['ORAL'],20240401,51316-065_6bd3f6c2-ddb6-4a04-8f3b-28be788dac5c,ANDA206941,COUGH AND CONGESTION EXTENDED RELEASE,"['Decreased Respiratory Secretion Viscosity [PE]', 'Expectorant [EPC]', 'Increased Respiratory Secretions [PE]', 'Sigma-1 Agonist [EPC]', 'Sigma-1 Receptor Agonists [MoA]', 'Uncompetitive N-methyl-D-aspartate Receptor Antagonist [EPC]', 'Uncompetitive NMDA Receptor Antagonists [MoA]']",,,
51655-068,PREDNISONE,"Northwind Pharmaceuticals, LLC",prednisone,"[{'name': 'PREDNISONE', 'strength': '5 mg/1'}]",True,"[{'package_ndc': '51655-068-21', 'description': '21 TABLET in 1 BOTTLE, PLASTIC (51655-068-21)', 'marketing_start_date': '20220928', 'sample': False}, {'package_ndc': '51655-068-52', 'description': '30 TABLET in 1 BOTTLE, PLASTIC (51655-068-52)', 'marketing_start_date': '20230913', 'sample': False}]",20251231,"{'manufacturer_name': ['Northwind Pharmaceuticals, LLC'], 'rxcui': ['312617'], 'spl_set_id': ['f2a15b5d-f540-2582-e053-2995a90a591a'], 'nui': ['N0000175576', 'N0000175450'], 'pharm_class_epc': ['Corticosteroid [EPC]'], 'pharm_class_moa': ['Corticosteroid Hormone Receptor Agonists [MoA]'], 'unii': ['VB0R961HZT']}",ANDA,TABLET,1c59c7ef-679a-3982-e063-6394a90a17ff,HUMAN PRESCRIPTION DRUG,['ORAL'],20220928,51655-068_1c59c7ef-679a-3982-e063-6394a90a17ff,ANDA209727,prednisone,"['Corticosteroid Hormone Receptor Agonists [MoA]', 'Corticosteroid [EPC]']",,,
54340-163,Dial Complete CG FHW Fragrance Free,Henkel Corporation,Dial Complete CG FHW Fragrance Free,"[{'name': 'BENZALKONIUM CHLORIDE', 'strength': '.13 g/100mL'}]",True,"[{'package_ndc': '54340-163-06', 'description': '221 mL in 1 BOTTLE, DISPENSING (54340-163-06)', 'marketing_start_date': '20200501', 'sample': False}, {'package_ndc': '54340-163-07', 'description': '325 mL in 1 BOTTLE, DISPENSING (54340-163-07)', 'marketing_start_date': '20200501', 'sample': False}]",20241231,"{'manufacturer_name': ['Henkel Corporation'], 'rxcui': ['1046593', '1049254'], 'spl_set_id': ['a48a3bdd-de70-6f70-e053-2995a90a80cb'], 'is_original_packager': [True], 'upc': ['0017000029863', '0017000090269', '0017000302829', '0017000302904', '0017000079738', '0017000313863'], 'unii': ['F5UM2KM3W7']}",OTC MONOGRAPH DRUG,SOLUTION,0b2821b9-b9c9-2cf6-e063-6394a90a8c98,HUMAN OTC DRUG,['TOPICAL'],20200501,54340-163_0b2821b9-b9c9-2cf6-e063-6394a90a8c98,505G(a)(3),Dial Complete CG FHW Fragrance Free,,,,
54633-413,Aluminum Chloride,The Podiatree Company,Aarica,"[{'name': 'ALUMINUM CHLORIDE', 'strength': '15 g/100mL'}]",True,"[{'package_ndc': '54633-413-03', 'description': '88.72 mL in 1 BOTTLE (54633-413-03)', 'marketing_start_date': '20140506', 'sample': False}]",20241231,"{'manufacturer_name': ['The Podiatree Company'], 'spl_set_id': ['60b9862e-04ec-2b6a-e053-2a91aa0ab8e5'], 'is_original_packager': [True], 'unii': ['3CYT62D3GA']}",OTC MONOGRAPH FINAL,LIQUID,60b91648-c805-7468-e053-2991aa0a6c1e,HUMAN OTC DRUG,['TOPICAL'],20140506,54633-413_60b91648-c805-7468-e053-2991aa0a6c1e,part350,Aarica,,,,
0220-4449,ROBINIA PSEUDOACACIA BARK,Boiron,Robinia pseudoacacia,"[{'name': 'ROBINIA PSEUDOACACIA BARK', 'strength': '9 [hp_C]/9[hp_C]'}]",True,"[{'package_ndc': '0220-4449-41', 'description': '9 [hp_C] in 1 TUBE (0220-4449-41)', 'marketing_start_date': '19830303', 'sample': False}]",20251231,"{'manufacturer_name': ['Boiron'], 'spl_set_id': ['84879360-41c8-f71f-e053-2a91aa0a09b8'], 'is_original_packager': [True], 'unii': ['7TPC058OWY']}",UNAPPROVED HOMEOPATHIC,PELLET,0a22d018-448e-8cf7-e063-6294a90a0de4,HUMAN OTC DRUG,['ORAL'],19830303,0220-4449_0a22d018-448e-8cf7-e063-6294a90a0de4,,Robinia pseudoacacia,,,,
55111-274,Pravastatin sodium,Dr.Reddy's Laboratories Limited,Pravastatin sodium,"[{'name': 'PRAVASTATIN SODIUM', 'strength': '80 mg/1'}]",True,"[{'package_ndc': '55111-274-01', 'description': '100 TABLET in 1 BOTTLE (55111-274-01)', 'marketing_start_date': '20091231', 'sample': False}, {'package_ndc': '55111-274-05', 'description': '500 TABLET in 1 BOTTLE (55111-274-05)', 'marketing_start_date': '20091231', 'sample': False}, {'package_ndc': '55111-274-30', 'description': '30 TABLET in 1 BOTTLE (55111-274-30)', 'marketing_start_date': '20091231', 'sample': False}, {'package_ndc': '55111-274-90', 'description': '90 TABLET in 1 BOTTLE (55111-274-90)', 'marketing_start_date': '20091231', 'sample': False}]",20251231,"{'manufacturer_name': [""Dr.Reddy's Laboratories Limited""], 'rxcui': ['904458', '904467', '904475', '904481'], 'spl_set_id': ['99cc0546-bb2d-751e-edfd-1c15a1182e0c'], 'is_original_packager': [True], 'unii': ['3M8608UQ61']}",ANDA,TABLET,5f4e21ff-4bcc-df0d-a629-ba190d95edc0,HUMAN PRESCRIPTION DRUG,['ORAL'],20091231,55111-274_5f4e21ff-4bcc-df0d-a629-ba190d95edc0,ANDA076714,Pravastatin sodium,"['HMG-CoA Reductase Inhibitor [EPC]', 'Hydroxymethylglutaryl-CoA Reductase Inhibitors [MoA]']",,,
51862-321,Liothyronine Sodium,Mayne Pharma Commercial LLC,Liothyronine Sodium,"[{'name': 'LIOTHYRONINE SODIUM', 'strength': '25 ug/1'}]",True,"[{'package_ndc': '51862-321-01', 'description': '100 TABLET in 1 BOTTLE, PLASTIC (51862-321-01)', 'marketing_start_date': '20180101', 'sample': False}]",20251231,"{'manufacturer_name': ['Mayne Pharma Commercial LLC'], 'rxcui': ['903456', '903697', '903703'], 'spl_set_id': ['03ca9e2a-5a27-43ff-a1cd-9c617a415b62'], 'is_original_packager': [True], 'unii': ['GCA9VV7D2N']}",ANDA,TABLET,ffd2dc9a-ec81-812b-e053-6294a90ab6b7,HUMAN PRESCRIPTION DRUG,['ORAL'],20180101,51862-321_ffd2dc9a-ec81-812b-e053-6294a90ab6b7,ANDA090097,Liothyronine Sodium,"['Triiodothyronine [CS]', 'l-Triiodothyronine [EPC]']",,,
52000-109,potassium nitrate and sodium fluoride,Universal Distribution Center LLC,UNIVERSAL SENSITIVE ANTI-CAVITY FLUORIDE,"[{'name': 'POTASSIUM NITRATE', 'strength': '5 g/100g'}, {'name': 'SODIUM FLUORIDE', 'strength': '.15 g/100g'}]",True,"[{'package_ndc': '52000-109-01', 'description': '122 g in 1 TUBE (52000-109-01)', 'marketing_start_date': '20200520', 'sample': False}]",20251231,"{'manufacturer_name': ['Universal Distribution Center LLC'], 'rxcui': ['1038841'], 'spl_set_id': ['fcf59439-7e06-4129-a89f-cdeecdf8d488'], 'is_original_packager': [True], 'unii': ['RU45X2JN0Z', '8ZYQ1474W7']}",OTC MONOGRAPH DRUG,PASTE,1199f2f8-98e4-4b76-9be9-3b921495a3c3,HUMAN OTC DRUG,['DENTAL'],20200520,52000-109_1199f2f8-98e4-4b76-9be9-3b921495a3c3,M022,UNIVERSAL SENSITIVE ANTI-CAVITY FLUORIDE,,,,
52380-0013,Hydrogen Peroxide,"Aplicare Products, LLC",Aplicare Hydrogen Peroxide,"[{'name': 'HYDROGEN PEROXIDE', 'strength': '3 mL/100mL'}]",True,"[{'package_ndc': '52380-0013-1', 'description': '30 mL in 1 PACKET (52380-0013-1)', 'marketing_start_date': '19831201', 'marketing_end_date': '20260630', 'sample': False}]",,"{'manufacturer_name': ['Aplicare Products, LLC'], 'rxcui': ['91349'], 'spl_set_id': ['eca20774-4f35-448f-9e22-ad93d0e818c2'], 'is_original_packager': [True], 'unii': ['BBX060AN9V']}",OTC MONOGRAPH DRUG,LIQUID,080237a1-7924-ce26-e063-6294a90a9df4,HUMAN OTC DRUG,['TOPICAL'],19831201,52380-0013_080237a1-7924-ce26-e063-6294a90a9df4,M003,Aplicare Hydrogen Peroxide,,20260630,,
52652-4001,enalapril maleate,"Azurity Pharmaceuticals, Inc.",Epaned,"[{'name': 'ENALAPRIL MALEATE', 'strength': '1 mg/mL'}]",True,"[{'package_ndc': '52652-4001-1', 'description': '150 mL in 1 BOTTLE (52652-4001-1)', 'marketing_start_date': '20161003', 'sample': False}]",20241231,"{'manufacturer_name': ['Azurity Pharmaceuticals, Inc.'], 'rxcui': ['1435624', '1435630'], 'spl_set_id': ['e6dbda02-779e-420c-893d-d0fea09432be'], 'is_original_packager': [True], 'unii': ['9O25354EPJ']}",NDA,SOLUTION,d22f35fc-e834-47cd-a987-c1e92729e1d6,HUMAN PRESCRIPTION DRUG,['ORAL'],20161003,52652-4001_d22f35fc-e834-47cd-a987-c1e92729e1d6,NDA208686,Epaned,"['Angiotensin Converting Enzyme Inhibitor [EPC]', 'Angiotensin-converting Enzyme Inhibitors [MoA]', 'Decreased Blood Pressure [PE]']",,,
53041-663,"Omeprazole, Sodium bicarbonate",Guardian Drug Company,"Omeprazole, Sodium bicarbonate","[{'name': 'OMEPRAZOLE', 'strength': '40 mg/1'}, {'name': 'SODIUM BICARBONATE', 'strength': '1100 mg/1'}]",True,"[{'package_ndc': '53041-663-77', 'description': '30 CAPSULE in 1 BOTTLE (53041-663-77)', 'marketing_start_date': '20200507', 'sample': False}]",20241231,"{'manufacturer_name': ['Guardian Drug Company'], 'rxcui': ['616539', '616541'], 'spl_set_id': ['e5c6c2cf-fb3b-456a-a0a0-be396d6f8319'], 'is_original_packager': [True], 'nui': ['N0000175525', 'N0000000147', 'N0000182140'], 'pharm_class_epc': ['Proton Pump Inhibitor [EPC]'], 'pharm_class_moa': ['Proton Pump Inhibitors [MoA]', 'Cytochrome P450 2C19 Inhibitors [MoA]'], 'unii': ['8MDF5V39QO', 'KG60484QX9']}",ANDA,CAPSULE,27536955-37df-4dcc-ad75-2b364fe95460,HUMAN PRESCRIPTION DRUG,['ORAL'],20200507,53041-663_27536955-37df-4dcc-ad75-2b364fe95460,ANDA212587,"Omeprazole, Sodium bicarbonate","['Alkalinizing Activity [MoA]', 'Cytochrome P450 2C19 Inhibitors [MoA]', 'Proton Pump Inhibitor [EPC]', 'Proton Pump Inhibitors [MoA]']",,,
52958-034,Bivalirudin,"Hainan Shuangcheng Pharmaceuticals Co., Ltd.",Bivalirudin,"[{'name': 'BIVALIRUDIN', 'strength': '250 mg/1'}]",True,"[{'package_ndc': '52958-034-01', 'description': '10 VIAL, SINGLE-USE in 1 CARTON (52958-034-01)  / 1 INJECTION, POWDER, LYOPHILIZED, FOR SOLUTION in 1 VIAL, SINGLE-USE', 'marketing_start_date': '20201023', 'sample': False}]",20241231,"{'manufacturer_name': ['Hainan Shuangcheng Pharmaceuticals Co., Ltd.'], 'rxcui': ['308769'], 'spl_set_id': ['61de12ff-e280-4bab-9804-43869ec45fa7'], 'is_original_packager': [True], 'upc': ['0352958034010'], 'nui': ['N0000175980', 'N0000175518', 'N0000009963'], 'pharm_class_epc': ['Anti-coagulant [EPC]', 'Direct Thrombin Inhibitor [EPC]'], 'pharm_class_moa': ['Thrombin Inhibitors [MoA]'], 'unii': ['TN9BEX005G']}",ANDA,"INJECTION, POWDER, LYOPHILIZED, FOR SOLUTION",83f3e458-59ad-48aa-8ac0-241bd833391d,HUMAN PRESCRIPTION DRUG,['INTRAVENOUS'],20191023,52958-034_83f3e458-59ad-48aa-8ac0-241bd833391d,ANDA210031,Bivalirudin,"['Anti-coagulant [EPC]', 'Direct Thrombin Inhibitor [EPC]', 'Thrombin Inhibitors [MoA]']",,,
53002-1806,spironolactone,"RPK Pharmaceuticals, Inc.",Spironolactone,"[{'name': 'SPIRONOLACTONE', 'strength': '100 mg/1'}]",True,"[{'package_ndc': '53002-1806-0', 'description': '100 TABLET, FILM COATED in 1 BOTTLE (53002-1806-0)', 'marketing_start_date': '20221101', 'sample': False}, {'package_ndc': '53002-1806-3', 'description': '30 TABLET, FILM COATED in 1 BOTTLE (53002-1806-3)', 'marketing_start_date': '20221101', 'sample': False}]",20241231,"{'manufacturer_name': ['RPK Pharmaceuticals, Inc.'], 'rxcui': ['198222'], 'spl_set_id': ['cda18075-f918-4a06-9f22-dcac3eec9946'], 'nui': ['N0000175557', 'N0000011310'], 'pharm_class_epc': ['Aldosterone Antagonist [EPC]'], 'pharm_class_moa': ['Aldosterone Antagonists [MoA]'], 'unii': ['27O7W4T232']}",ANDA,"TABLET, FILM COATED",2c711384-f0a3-4ad1-aa60-ba595a2621c2,HUMAN PRESCRIPTION DRUG,['ORAL'],20170602,53002-1806_2c711384-f0a3-4ad1-aa60-ba595a2621c2,ANDA203512,Spironolactone,"['Aldosterone Antagonist [EPC]', 'Aldosterone Antagonists [MoA]']",,,
53002-3981,IBUPROFEN,"RPK Pharmaceuticals, Inc.",IBUPROFEN,"[{'name': 'IBUPROFEN', 'strength': '800 mg/1'}]",True,"[{'package_ndc': '53002-3981-1', 'description': '10 TABLET, FILM COATED in 1 BOTTLE (53002-3981-1)', 'marketing_start_date': '20210101', 'sample': False}, {'package_ndc': '53002-3981-2', 'description': '15 TABLET, FILM COATED in 1 BOTTLE (53002-3981-2)', 'marketing_start_date': '20210101', 'sample': False}, {'package_ndc': '53002-3981-3', 'description': '30 TABLET, FILM COATED in 1 BOTTLE (53002-3981-3)', 'marketing_start_date': '20210101', 'sample': False}, {'package_ndc': '53002-3981-5', 'description': '50 TABLET, FILM COATED in 1 BOTTLE (53002-3981-5)', 'marketing_start_date': '20210101', 'sample': False}]",20241231,"{'manufacturer_name': ['RPK Pharmaceuticals, Inc.'], 'rxcui': ['197807'], 'spl_set_id': ['ca1e0d03-cbb3-4899-b196-0eee09c511a2'], 'nui': ['N0000000160', 'M0001335', 'N0000175722'], 'pharm_class_moa': ['Cyclooxygenase Inhibitors [MoA]'], 'pharm_class_cs': ['Anti-Inflammatory Agents, Non-Steroidal [CS]'], 'pharm_class_epc': ['Nonsteroidal Anti-inflammatory Drug [EPC]'], 'unii': ['WK2XYI10QM']}",ANDA,"TABLET, FILM COATED",66fd620c-5d48-4f17-a94c-c74a7871db3a,HUMAN PRESCRIPTION DRUG,['ORAL'],20151230,53002-3981_66fd620c-5d48-4f17-a94c-c74a7871db3a,ANDA090796,IBUPROFEN,"['Anti-Inflammatory Agents', 'Non-Steroidal [CS]', 'Cyclooxygenase Inhibitors [MoA]', 'Nonsteroidal Anti-inflammatory Drug [EPC]']",,,
53329-154,dimethicone,"Medline Industries, LP",Medline,"[{'name': 'DIMETHICONE', 'strength': '15 mg/mL'}]",True,"[{'package_ndc': '53329-154-04', 'description': '118 mL in 1 TUBE (53329-154-04)', 'marketing_start_date': '20231101', 'sample': False}, {'package_ndc': '53329-154-13', 'description': '59 mL in 1 TUBE (53329-154-13)', 'marketing_start_date': '20230901', 'sample': False}, {'package_ndc': '53329-154-23', 'description': '946 mL in 1 BOTTLE, PUMP (53329-154-23)', 'marketing_start_date': '20231101', 'sample': False}, {'package_ndc': '53329-154-84', 'description': '1000 mL in 1 BAG (53329-154-84)', 'marketing_start_date': '20231101', 'sample': False}]",20241231,"{'manufacturer_name': ['Medline Industries, LP'], 'rxcui': ['309917'], 'spl_set_id': ['0d94fd18-a120-e171-e063-6394a90ae9c0'], 'is_original_packager': [True], 'upc': ['0888277678227'], 'nui': ['N0000010282'], 'pharm_class_pe': ['Skin Barrier Activity [PE]'], 'unii': ['92RU3N3Y1O']}",OTC MONOGRAPH DRUG,CREAM,0d94fd18-a121-e171-e063-6394a90ae9c0,HUMAN OTC DRUG,['TOPICAL'],20230901,53329-154_0d94fd18-a121-e171-e063-6394a90ae9c0,M016,Medline,['Skin Barrier Activity [PE]'],,,
53499-4463,Pelargonium sidoides,"Schwabe North America, Inc",Cold Relief Alcohol Free Cherry Syrup,"[{'name': 'PELARGONIUM SIDOIDES ROOT', 'strength': '1 [hp_X]/120mL'}]",True,"[{'package_ndc': '53499-4463-4', 'description': '3 BOTTLE, PLASTIC in 1 CARTON (53499-4463-4)  / 120 mL in 1 BOTTLE, PLASTIC', 'marketing_start_date': '20230522', 'marketing_end_date': '20250630', 'sample': False}]",,"{'manufacturer_name': ['Schwabe North America, Inc'], 'spl_set_id': ['47c555da-080a-4953-abc1-587c0ea38439'], 'is_original_packager': [True], 'upc': ['0033674144633'], 'unii': ['H6J53HEX8E']}",UNAPPROVED HOMEOPATHIC,SYRUP,157308b8-6b7a-48af-a784-48beee2e74db,HUMAN OTC DRUG,['ORAL'],20230522,53499-4463_157308b8-6b7a-48af-a784-48beee2e74db,,Cold Relief Alcohol Free Cherry Syrup,,20250630,,
53675-170,"TITANIUM DIOXIDE, ZINC OXIDE",Aruba Aloe Balm NV,Broad Spectrum SPF 30 Mineral Sunscreen,"[{'name': 'TITANIUM DIOXIDE', 'strength': '80 mg/mL'}, {'name': 'ZINC OXIDE', 'strength': '100 mg/mL'}]",True,"[{'package_ndc': '53675-170-00', 'description': '177 mL in 1 TUBE (53675-170-00)', 'marketing_start_date': '20171025', 'sample': False}]",20241231,"{'manufacturer_name': ['Aruba Aloe Balm NV'], 'spl_set_id': ['80411621-6e54-48c1-a824-8cdbba34cd38'], 'is_original_packager': [True], 'upc': ['0082252071403'], 'unii': ['15FIX9V2JP', 'SOI2LOH54Z']}",OTC MONOGRAPH DRUG,CREAM,09af6337-0cd8-4cb7-e063-6294a90a0e4a,HUMAN OTC DRUG,['TOPICAL'],20171025,53675-170_09af6337-0cd8-4cb7-e063-6294a90a0e4a,M017,Broad Spectrum SPF 30 Mineral Sunscreen,"['Copper Absorption Inhibitor [EPC]', 'Decreased Copper Ion Absorption [PE]']",,,
0220-4094,PLATINUM,Boiron,Platinum metallicum,"[{'name': 'PLATINUM', 'strength': '6 [hp_C]/6[hp_C]'}]",True,"[{'package_ndc': '0220-4094-41', 'description': '6 [hp_C] in 1 TUBE (0220-4094-41)', 'marketing_start_date': '19830303', 'sample': False}]",20251231,"{'manufacturer_name': ['Boiron'], 'spl_set_id': ['6908d9bd-fc21-39ff-e053-2a91aa0a4ca7'], 'is_original_packager': [True], 'unii': ['49DFR088MY']}",UNAPPROVED HOMEOPATHIC,PELLET,0a213722-cf72-8932-e063-6294a90a7550,HUMAN OTC DRUG,['ORAL'],19830303,0220-4094_0a213722-cf72-8932-e063-6294a90a7550,,Platinum metallicum,,,,
